	restaurantId	title	ratingDate	reviewerReviews	dateOfVisit	helpful	text	isViaMobile	starsValue	starsService	starsFood	reply	page	author_name	author_level	author_memberSince	author_city	author_contributions	author_helpful	author_cites	author_photos	author_tag	author_distributionExcellent	author_distributionVeryGood	author_distributionAverage	author_distributionPoor	author_distributionTerrible
10	0	Christmas Present	Recensito il 18 marzo 2023 	44	Data della visita:  marzo 2023	0	Christmas present and been looking forward to the experience for weeks and weeks. 3 Michelin Star restaurant in Bray. It... Più	True	--	--	--	--	2	Lewisthedog	Recensore livello  4  	Utente di Tripadvisor da ago 2011	Da Basingstoke, Regno Unito	42 contributi	20 voti utili	39 città visitate	9 foto	Buongustaio, Amante delle aree urbane, Viaggiatore 60+	 13	 20	 8	 0	 1
11	0	Still very good, but no longer outstanding...	Recensito il 13 marzo 2023 	9	Data della visita:  marzo 2023	4	We came March 2023 to the restaurant and was a repeat trip from 4 years earlier, making it our 3rd... Più	False	--	--	--	--	2	Matt C	Recensore livello  2  	Utente di Tripadvisor da ago 2018	Uomo da Charlottenlund, Danimarca	9 contributi	11 voti utili	8 città visitate	--	--	 2	 4	 1	 2	 0
12	0	So much fun!	Recensito il 26 febbraio 2023 	18	Data della visita:  maggio 2022	0	It's really not about the food as much as the experience. I've certainly had better food than this before. However,... Più	False	--	--	--	--	2	Charlie R	Recensore livello  3  	Utente di Tripadvisor da ago 2019	Da Provincetown, Massachusetts	17 contributi	4 voti utili	10 città visitate	--	--	 5	 8	 4	 0	 0
13	0	Best dining experience ever	Recensito il 25 febbraio 2023 	24	Data della visita:  novembre 2022	0	This was the best dining experience of my life to the extent that for the rest of the month, no... Più	True	--	--	--	--	2	TravelFever77	Recensore livello  3  	Utente di Tripadvisor da ago 2017	Da Londra, Regno Unito	20 contributi	23 voti utili	13 città visitate	--	--	 17	 2	 1	 0	 3
14	0	If you're on the fence about the cost...	Recensito il 24 febbraio 2023 	109	Data della visita:  febbraio 2023	1	Personally I would never have booked the Fat Duck, quite simply because I couldn't see how I was ever going... Più	False	--	--	--	--	2	231DannyC	Recensore livello  6  	Utente di Tripadvisor da ago 2013	Da Royal Tunbridge Wells, Regno Unito	102 contributi	110 voti utili	99 città visitate	2 foto	Buongustaio, Come una persona del posto, Amante della vita notturna, Amante della natura	 52	 16	 11	 14	 9
15	0	Shellfish mistake	Recensito il 21 febbraio 2023 	11	Data della visita:  maggio 2022	4	I had pre-notified the restaurant that o didn’t eat shellfish before the meal and re confirmed when I arrived at... Più	True	--	--	--	--	2	Na M	Recensore livello  3  	Utente di Tripadvisor da ago 2013	Da Sligo, Irlanda	11 contributi	17 voti utili	11 città visitate	1 foto	--	 2	 2	 1	 4	 2
16	0	Incredible food, bucket list experience - bit rushed? Staff turnover?	Recensito il 9 febbraio 2023 	1	Data della visita:  febbraio 2023	2	Had an amazing meal at The Fat Duck. I've never experienced flavours so complex. Every dish so intelligently made. The... Più	True	--	--	--	--	2	Sheri Hall	--	Utente di Tripadvisor da ago 2022	--	1 contributo	2 voti utili	1 città visitata	--	--	--	--	--	--	--
17	0	A Christmas treat at The Fat Duck	Recensito il 1 gennaio 2023 	497	Data della visita:  dicembre 2022	1	We were sure to be disappointed when we visited The Fat Duck. The reason why is that The Fat Duck... Più	False	--	--	--	--	2	JBPurgerFrb	Recensore livello  6  	Utente di Tripadvisor da ago 2011	50-64 uomo da Frederiksberg, Danimarca	475 contributi	154 voti utili	47 città visitate	303 foto	Buongustaio	 94	 238	 116	 24	 7
18	0	Bucket list experience	Recensito il 29 dicembre 2022 	18	Data della visita:  novembre 2022	1	This wasn't just a fabulous meal, it was also an incredible culinary experience. The staff explained every course, it's concept... Più	True	--	--	--	--	2	Cotswold Foodie	Recensore livello  3  	Utente di Tripadvisor da ago 2022	Da Winchcombe, Regno Unito	17 contributi	9 voti utili	6 città visitate	--	--	 13	 2	 0	 2	 0
19	0	What an experience!	Recensito il 16 dicembre 2022 	96	Data della visita:  dicembre 2022	0	It's difficult to know what to expect from a restaurant when you don't know what the menu will be but... Più	False	--	--	--	--	2	janste90	Recensore livello  5  	Utente di Tripadvisor da ago 2009	50-64 donna da Berkshire, Regno Unito	97 contributi	49 voti utili	67 città visitate	--	--	 59	 23	 10	 4	 1
20	0	Second visit didn't disappoint	Recensito il 30 novembre 2022 	5	Data della visita:  maggio 2022	0	We had dinner here for the second time back in May. Our first visit was just my husband and I pre covid and we had an amazing time! This time we took two of our children plus their partners, they all loved every minute of it! Food was excellent and service impeccable! We also enjoyed the wine pairing. We will be back	False	5,0	5,0	5,0	--	3	Susan R	Recensore livello  2  	Utente di Tripadvisor da ago 2009	Donna da Scozia, Regno Unito	5 contributi	--	104 città visitate	--	--	 3	 2	 0	 0	 0
21	0	Second time - just as good!	Recensito il 8 novembre 2022 	80	Data della visita:  agosto 2022	0	We've eaten here twice this year and both times have been excellent and different form each other. It's an experience more than just a meal! It's worth it for a splurge occasion. Nowhere else quite like it.	False	5,0	5,0	5,0	--	3	We_do_love_to_travel	Recensore livello  5  	Utente di Tripadvisor da ago 2003	35-49 donna da Surrey, England	76 contributi	100 voti utili	89 città visitate	--	Buongustaio, Come una persona del posto, Amante della tranquillità, Amante delle spiagge	 48	 15	 5	 3	 5
22	0	An amazing birthday treat	Recensito il 7 novembre 2022 	2	Data della visita:  ottobre 2022	0	An absolutely amazing experience . The food was like nothing i had ever tasted before.. The serving team and storytellers were all so friendly and knowledgeable.  I took my partner there for his 50th birthday treat and it was worth every penny, we had a wonderful time and an experience we will never forget.	True	--	--	--	--	3	Sasha	--	Utente di Tripadvisor da ago 2020	Da Kent, Regno Unito	1 contributo	--	2 città visitate	--	--	--	--	--	--	--
23	0	Wildest dinner experience!	Recensito il 25 ottobre 2022 	175	Data della visita:  aprile 2022	0	It's magic! Everything about the setup at the table has been thought of. The lightning changed during the dinner to set the scene for the coming course and the staff delivered every inch! And while you know you're sitting in probably the best restaurant in the world you feel relaxed and cozy. Don't know how they do that - but it works!	False	4,0	5,0	5,0	--	3	ceklarsen	Recensore livello  6  	Utente di Tripadvisor da ago 2007	25-34 uomo da Horsens, Danimarca	173 contributi	113 voti utili	114 città visitate	79 foto	Buongustaio, Amante delle aree urbane, Come una persona del posto, Amante dello shopping	 53	 65	 36	 12	 7
24	0	Legendary, Lengedary, Lengendary!!!!!!!!!!!	Recensito il 16 ottobre 2022 	60	Data della visita:  ottobre 2022	0	Wowzers. The Fat Duck is ridiculously awesome. Art, meets chemistry meets whimsy meets flavor. Every dish takes you on an multi sensory exploration of taste and nostalgia. Heston is a genius. My friend and I loved absolutely everything on the menu. I am so honored to have eaten here. Thank you Fat Duck for the unforgettable experience that is worth every single penny! 	False	--	--	--	--	3	M2DAH	Recensore livello  5  	Utente di Tripadvisor da ago 2017	Da San Diego, California	61 contributi	24 voti utili	90 città visitate	--	--	 34	 17	 7	 1	 3
25	0	Superb	Recensito il 3 ottobre 2022 	47	Data della visita:  settembre 2022	0	Did not disappoint- amazing food and amazing service. All the courses were beautiful and came with a narrative, some with theatre. I would recommend	True	--	--	--	--	3	Michael	Recensore livello  5  	Utente di Tripadvisor da ago 2019	Da Devon, Regno Unito	42 contributi	53 voti utili	23 città visitate	--	--	 38	 3	 0	 1	 0
26	0	Surpassed all expectations	Recensito il 1 ottobre 2022 	3	Data della visita:  settembre 2022	0	There simply aren't the words to describe this experience, elevating dining to a life memory, absolutely faultless, lost for words, worth every single penny, which in this climate is possibly the pinnacle of exchange value/worth. Thank you, thank you, thank you.	False	5,0	5,0	5,0	--	3	Jim	Recensore livello  1  	Utente di Tripadvisor da ago 2022	Da Manchester, Regno Unito	3 contributi	1 voto utile	2 città visitate	--	--	 3	 0	 0	 0	 0
27	0	High expectations were exceeded	Recensito il 22 settembre 2022 	43	Data della visita:  settembre 2022	0	A fabulous unique experience. Every course was bursting with flavour, often flavours and textures I had not experienced before. Dining here is a fantastic event for those who enjoy fine dining combined with art and theatre. A perfect, delightful experience from start to finish.	True	--	--	--	--	3	Paulofromthebloc	Recensore livello  4  	Utente di Tripadvisor da ago 2016	Da Londra, Regno Unito	41 contributi	18 voti utili	18 città visitate	--	Amante dell'arte e dell'architettura, Buongustaio, Amante delle aree urbane, Come una persona del posto	 32	 5	 0	 3	 1
28	0	Memories more than food	Recensito il 31 agosto 2022 	5	Data della visita:  novembre 2021	1	Heston and the team have done a fantastic job at creating an experience that will live on in your memories forever.  From the hot and cold tea/coffee to sound by the sea and a floating pillow.  However I felt a little let down by the wine pairing with a large amount not to our taste and very difficult to see how they paired with the food.  If this is your first experience into fine dining be sure to go with an open mind and expect your taste buds to be tested.  A lot of effort goes into the dishes so I don’t want to complain too much however there feels like a large amount of ingredients are “airrated” and there are some very very powerful flavours.  This being said you will remember every moment and look back with fondness and love to tell everyone of your story.	False	--	--	--	--	3	GrahamDavid123	Recensore livello  2  	Utente di Tripadvisor da ago 2007	Da Kuala Lumpur, Malaysia	4 contributi	6 voti utili	78 città visitate	--	--	 1	 3	 0	 0	 0
29	0	Porta la cucina ad un altra dimensione dove storia, sensi e cultura si uniscono	Recensito il 24 luglio 2022 	94	Data della visita:  luglio 2022	0	Un intero borgo fatato costruito intorno al fat duck ci porta in un mondo fatato di esperienze eclettiche. La antologia 4 piacevolissima è un cardine di quasi tutte le tecniche di cotture moderne e di estrazione dei sapori che oggi si trovano in Europa. Il percorso è affiancato dagli storyteller che ci guidano nelle scoperte culinarie di heston.	True	--	--	--	--	3	LordBen	Recensore livello  6  	Utente di Tripadvisor da ago 2008	35-49 uomo da Piacenza, Italia	90 contributi	138 voti utili	126 città visitate	40 foto	Buongustaio, Amante della tranquillità, Amante delle spiagge, Viaggiatore di lusso	 36	 21	 17	 8	 8
30	0	食材を美味しく料理するだけのレストランとは違います	Recensito il 21 luglio 2022 	40	Data della visita:  luglio 2022	0	レストランというよりもテーマパークかアミューズメントパークといった方がいいかもしれないです。「食する事」だけではなく「食の時」を楽しめるからです。3ヶ月に一度メニューが変わるそうで、常連が多く予約をしてるので中々予約は取りにくいみたいです。最初の予約が取れたのは半年先だったそうです。今は日本人のスタッフがいて細かい話も日本語で聞けました。ペアリングのお酒も一人分を二人に分けてもらいました。お金の問題ではなく飲み過ぎるからです。スッタフも多く演出の多さで満足感と驚きで4時間のディナーが終わったのは夜の11時でした。	True	--	--	--	--	4	ゴルフおやじ	Recensore livello  4  	Utente di Tripadvisor da ago 2013	50-64 uomo da Okayama-shi, Okayama, Japan	39 contributi	12 voti utili	103 città visitate	22 foto	Buongustaio, Viaggiatore di lusso, Viaggiatore in famiglia	 10	 24	 5	 0	 0
31	0	Bad experience	Recensito il 18 luglio 2022 	5	Data della visita:  luglio 2022	21	Bad experience, never will attempt to visit the Fat Duck again. They are just mocking the customers, only interested into profit, greedy.	False	1,0	1,0	3,0	--	4	Climacus	Recensore livello  2  	Utente di Tripadvisor da ago 2019	Da Sion, Svizzera	4 contributi	23 voti utili	4 città visitate	--	--	 3	 0	 0	 0	 1
32	0	Enjoyable Evening but Very expensive	Recensito il 17 luglio 2022 	74	Data della visita:  luglio 2022	5	Went here for a special occasion. Was a very enjoyable evening. Took around 3 and half hours with 11 courses. Food was excellent, intricate and amazing. Service dropped slightly, as we had multiple times for more bread, and twice for the bill before it arrived. Worth a trip as a one off experience. But the price for the meal doesn't include service or drinks, so factor that in.	False	3,0	4,0	5,0	--	4	junior_patel	Recensore livello  5  	Utente di Tripadvisor da ago 2011	35-49 uomo da Londra, Regno Unito	69 contributi	32 voti utili	99 città visitate	--	Amante della tranquillità, Viaggiatore di lusso, Viaggiatore parsimonioso	 43	 20	 8	 0	 0
33	0	birthday gift	Recensito il 13 luglio 2022 	5	Data della visita:  luglio 2022	0	Under normal circumstances, I would write a fair and balanced view of our visit to the Fat Duck. We enjoyed the delightful experience so much. Our entertainers , the very clever way it was presented, the taste sensations !!!!!!. I could write ad infinitum. If you are reading this and have been there, you will know what I mean. Otherwise.........GO !!. Unforgettable	False	--	--	--	--	4	John r	Recensore livello  2  	Utente di Tripadvisor da ago 2016	Uomo da Great Malvern, Regno Unito	5 contributi	3 voti utili	4 città visitate	--	--	 5	 0	 0	 0	 0
