	restaurantId	title	ratingDate	reviewerReviews	dateOfVisit	helpful	text	isViaMobile	starsValue	starsService	starsFood	reply	author_name	author_level	author_memberSince	author_city	author_contributions	author_helpful	author_cites	author_photos	author_tag	author_distributionExcellent	author_distributionVeryGood	author_distributionAverage	author_distributionPoor	author_distributionTerrible
10	0	Nichts besonderes	Reviewed February 2, 2023 	--	Date of visit:  January 2023	0	Die Einrichtung eher langweilig- nun gut dies ist vielleicht Geschmackssache. Das Personal war sehr freundlich fast zu freundlich. Es fragte ständig wie es uns geht. Die Weinkarte ist sehr umfangreich aber die Preispolitik verstehe ich nicht. Beispiel ein 2019 Tignanello im EK ca 130 Euro dort für ca. 750 Euro umgerechnet, ein 2010 Castillo de Ygay Gran Reserva EK ca. 140 Euro dort 300 Euro. Teilweise sehr teure Preise beim Bordeaux. Das Essen war zwar gut aber mehr nicht . Die ersten 5 Gänge Jakobsmuscheln mit Kaviar eher fade. Die rote Beete mit Makrele gut. Der Hummer mit Pilzen, sehr gut die Soße, der Hummer fast schon zäh, der Hauptgang Wild- nichts besonderes. Für 3 Sterne fraglich aber dann kamen 3 kleine Stückchen Käse - Brie, Blauschimmel und Comte alle gut aber .... dann folgte eine Art Pre Dessert Sorbet gut- aber ein sehr ähnliches Dessert folgte zugleich. Sorbet eine Scheibe Zitrone und irgendeine Creme.  Alles in allem unerfreulich für 830 Pfund PS: Man wollte auch meiner Tochter ein Glas Champagner eingießen- die offensichtlich noch keine 14 Jahre alt ist. Es hätte wenn überhaupt gezielt gefragt werden müssen.	False	1,0	4,0	3,0	--	eberhardtbackhaus	Level  6  Contributor 	Tripadvisor member since 2017	Man from Hannover, Germany	283 Contributions	183 Helpful votes	79 Cities visited	--	Art and Architecture Lover, Nature Lover	 205	 47	 24	 3	 4
11	0	Exceptional meal 	Reviewed January 9, 2023 	--	Date of visit:  December 2022	0	We booked this restaurant as a double birthday celebration and our first three star michelin restaurant. We were not disappointed quite simply the best meal I have ever eaten. We picked the tasting menu with a wine flight and when the first course came out I knew we were going to be in for a beautiful meal. The lobster dish was stunning and the wine choices complimented the food. The real highlight was getting to go into the kitchen and meet Jean- Philippe the executive chef.  Worth every penny and I'm so glad we picked here for our first three star meal. 	True	--	--	--	Dear Guest, Thank you very much for sharing your very kind feedback. I am really glad to read that you have enjoyed your first experience with us. I do hope that we will have the chance of welcoming you on a future occasion. Best regards, Christopher Charraudeau General Manager Alain Ducasse at The Dorchester	travellover101	Level  5  Contributor 	Tripadvisor member since 2006	25-34 woman from Worcester Park, United Kingdom	83 Contributions	87 Helpful votes	75 Cities visited	10 Photos	Foodie, Luxury Traveler	 19	 45	 19	 1	 0
12	0	Réveillon de Noël exceptionnel	Reviewed December 27, 2022 	--	Date of visit:  December 2022	1	Un réveillon de Noël exceptionnel. Un service remarquable (peut-être un peu trop rapide par moment). Nous aurions apprécié trouver quelques décorations de Noël permettant d’embellir davantage le lieu. Dans tous les cas une expérience inoubliable.	True	--	--	--	Dear Guest, Thank you very much for sharing your very kind feedback. I am really glad to read that you have enjoyed your experience with us during the festive. I do hope that we will have the chance of welcoming you on a future occasion. Best regards, Christopher Charraudeau General Manager Alain Ducasse at The Dorchester	travellover101	Level  5  Contributor 	Tripadvisor member since 2006	25-34 woman from Worcester Park, United Kingdom	83 Contributions	87 Helpful votes	75 Cities visited	10 Photos	Foodie, Luxury Traveler	 19	 45	 19	 1	 0
13	0	Simply world-class!	Reviewed December 7, 2022 	--	Date of visit:  December 2022	0	This was a perfect eveing from the start to the end! First of all the service and ambience is perfect - from the first interaction at the entrace all through the evening! Friendly, super professional, knowledgable and yet a little nice ”french formal” service to make it an evening to remember. We had the Tasing Menue and its a perfect choice, well balanced dishes presented in a perfect way - simply world class food. We did not go for the wine menue instead we selected wine and aperetifs from the excellent and extensive wine list - simply perfect! All in all a world class fine dining experience with world class service. If you once in your life want to dine at a three star restaurant this one should be high up on your go-to-list!!!	True	--	--	--	Dear Guest, Thank you for taking the time to share your very kind feedback. I am really glad to read that you have enjoyed your experience with us. I do hope that we will have the chance of welcoming you on a future occasion. Best regards, Christopher Charraudeau General Manager Alain Ducasse at The Dorchester	Emmanuel	Level  3  Contributor 	Tripadvisor member since 2022	--	10 Contributions	7 Helpful votes	3 Cities visited	--	--	 5	 4	 0	 1	 0
14	0	Very bad booking experience (for a £610 restaurant gift voucher)	Reviewed November 4, 2022 	--	Date of visit:  November 2022	1	Rarely do I find the time to write a review so it has to be about an extraordinarily good or bad experience. I contacted the reservation team for Alain Ducasse at The Dorchester on Wednesday evening as I wanted to offer a gift certificate for a total value of £610 for a decade birthday that happened the next day. I was explained that I needed to fill a PDF form, either with a specialized piece of software or by printing it then scanning it, in a much outdated fashion, and that I also needed to fill my payment information on a form on a website, even though the payment would be made later, in as much of an outdated manner. I wonder if all their clients need to be computer science engineers to be able to follow these parallel procedures. Everything could have been handled with a single online page with an instantaneous payment form. The same evening I dutifully filled the PDF form and sent the payment information. I was told they would check both the form and the payment information on Thursday and that they would send the voucher at the latest on Friday morning. This Friday afternoon I called my relative that was supposed to receive it and he hadn't. I then checked my mailbox and saw that the reservation team had sent me an email asking me to send the form, as if I had sent nothing! I called them, and after much difficulty in trying to get someone from that team—being told that the restaurant was closed even though the reservations team is supposed to be open before—, I was told to call after 6PM and ended up being called back before that. The agent coldly told me that they did not receive the email and did not seem concerned to look through their spam folder, even though I was in a cab and it was impractical for me to work with email before the office closed. Considering I didn't receive any delivery error message, I am doubtful that they didn't receive it. I eventually forwarded the initial email that contained the form, using my smartphone. Later this evening I finally received an email from a new person, the reservations manager, saying that everything was in order and asking me whether they should wait for the next weekday, on Monday, before sending the gift certificate that was planned for “tomorrow”! The “tomorrow Thursday“ from my email on Wednesday, had become a next week… Apparently my request hadn't been transferred to her with the proper context of a lost email and being already late. When I read and replied to this aggravating email 30 minutes later, I received an out-of-office email: “the reservations office is currently closed and will reopen on Saturday 12th November 2022”, which is 8 days later! (Why would they close for so long?) They hadn't bothered to call me to get my answer to this irrelevant question for which I apparently had only a few minutes to answer. I tried to call the reservation team number that had called me earlier but it wasn't publicly accessible “the number you're calling does not exist”, so I called the number in the email signature, then got transferred multiple times in an unceremonious manner the same as earlier, and finally talked to someone at the restaurant. She showed no empathy for my panicking over the risk to miss the deadline by four or eight days, and coldly informed me that the voucher had been sent after all, which I hadn't been informed of. At that point, I mentioned that I would appreciate if they said they were sorry about the many problems. She ignored it. Finally I received an email 30 minutes later, from the reservations manager who thought that yesterday was tomorrow, and who—at last!— apologized in due form and offered to check with their IT team about the lost email. She also called me another 30 minutes later, apologizing very politely, yet offering no commercial gesture. I personally consider that a symbolically added £30 to my £610 gift certificate would have made up for the displeasing experience and the stress that could have been avoided. As far as I'm concerned, that was a bit too late to accept their apology anyway, as that last mistake was the straw that broke the camel's back, but hopefully this review will help change their booking process. In the end, the voucher was sent one day late, which is acceptable, but at the cost of a great deal of stress on my part, which I feel is unacceptable for an establishment of this caliber. I can only hope that the experience of my relative at the restaurant will be exceptional to make up for it, hoping the service will not be as disdainful as some of the people I've had on the phone. I've had the experience of booking with several 3 star Michelin restaurants all over France and while there can always be a few issues or small misunderstandings, I have never been faced with such unapologetic nonchalance, until the late intervention of the reservations manager.	False	--	--	--	--	Edouard	Level  4  Contributor 	Tripadvisor member since 2013	From Paris, France	23 Contributions	46 Helpful votes	19 Cities visited	--	Art and Architecture Lover, Foodie, Urban Explorer, Peace and Quiet Seeker	 12	 3	 2	 2	 4
15	0	Food just not 'wow'	Reviewed November 3, 2022 	--	Date of visit:  October 2022	0	Service is very attentive, surroundings are nice, but this very formal restaurant just didn't deliver on food.  In terms of taste to value- I have eaten in many better restaurants.  Presentation OK but not as good as Core by Clare Smyth for example	False	--	--	--	Dear Guest,Thank you very much for taking the time to share your feedback.I do hope that we will have the chance of welcoming you on a future occasion.Best regards,Christopher CharraudeauGeneral ManagerAlain Ducasse at The Dorchester	likest0travel	Level  6  Contributor 	Tripadvisor member since 2005	From London, United Kingdom	380 Contributions	319 Helpful votes	171 Cities visited	--	--	 150	 127	 78	 17	 9
16	0	Amazing place	Reviewed October 30, 2022 	--	Date of visit:  October 2022	0	An amazing experience! When entering the restaurant you immediately notice the class of the place as well as the quality of the finishes. The interior is modern playing with white and milky colours somehow reaching beige in some points. The tables are set in the space and well assembled. The service and the maitre are excellent in all situations of the evening. But the most important part is the food. The food is a world for its own. Classic with modern touches. Some experimental dishes as well that not always need to be on point but delineate the handwriting of the local chef.  A wonderful evening and I hope to visit this place soon again.	True	--	--	--	Dear Guest, Thank you for taking the time to share your very kind feedback. I am really glad to read that you have enjoyed your experience with us. I do hope that we will have the chance of welcoming you on a future occasion. Best regards, Christopher Charraudeau General Manager Alain Ducasse at The Dorchester	Giulio	--	Tripadvisor member since 2022	From Lausanne, Switzerland	2 Contributions	--	1 City visited	--	--	--	--	--	--	--
17	0	Giving this 5/5 despite there being some things I didn’t like because the food is too good not to	Reviewed October 16, 2022 	--	Date of visit:  October 2022	0	This place is expensive but worth EVERY penny for a very special occasion in my opinion.  I loved that we were able to have 1 tasting menu and 1 a la carte as most places the table has to have the same thing. I of course went for the tasting menu and I highly recommend it even if some of the things don’t sound like they are to your taste - for example I don’t like wasabi, aubergine or oyster and I was served all three at some point during my seven courses and LOVED every second of it. Our menu was:  1. Scallop with beurre blanc and caviar  2. Mackerel with beetroot and wasabi 3. Lobster medallion with chicken quenelle, perigold truffle and semonlina pasta  4. Turbot with blackcurrant and hazelnut 5. Veal with oyster and aubergine  6. Cheese selection 7. Vassout Pear As if this wasn’t enough food, there were multiple extras and amuse bouches plus lots of bread which was simply a delight! All the staff are great but there were three in particular who were very memorable and felt went above and beyond. Stupidly we didn’t get their names but one was the a young-ish man who served us each course (he has an English bull terrier dog if that helps) one was the gentleman who explained the menu and one was a lovely lady who was just generally around to answer queries.  The few things I didn’t like were firstly we arrived at 6pm for dinner and the doors were locked so we were standing outside with other people in this little doorway outside China tang like we were waiting for a rollercoaster or a cinema, it didn’t feel very sophisticated given the nature of the establishment. Secondly, one of the groups we were standing with were wearing trainers, T-shirts and jogging bottoms and initially they were denied entry. However, they claimed they visited yesterday in similar attire and the staff at the door said they would check with management. 5 mins after we were seated we saw them all enter the restaurant and take their seat. If you have dress code rules that we’ve all got to adhere to then so should they. It felt very much like they were allowed in as they had a lot of money to spend (don’t we all, we are after all at Alain Ducasse at the Dorchester.) The third thing I didn’t like which is short term is the the toilets are a mile away from the actual restaurant. A member of staff takes you through China Tang and across to the main ballroom toilets and waits for you as you’d get lost otherwise. She did kindly explain that they are using the ballroom toilets due to hotel renovations which is how I knew it was short term but still annoying to have to go outside and back inside just to go for a wee. The toilets are lovely I will say that! Would I recommend here as a 3 star Michelin restaurant choice, absolutely. This far exceeds the other 3 Michelin star place I’ve been to (which I won’t name.) I would also be intrigued to visit the Dorchester again for China Tang or the Grill as I’ve heard good things about them too.	True	--	--	--	Dear Guest, Thank you for taking the time to share your feedback following your recent visit to the restaurant. I am really sorry to hear that your experience was not entirely satisfactory. I would like, if you agree, to get in touch with you by phone so that we can exchange further on your recent experience. Kind regards, Christopher Charraudeau General Manager Alain Ducasse at The Dorchester	meganbonner_	Level  6  Contributor 	Tripadvisor member since 2010	--	122 Contributions	58 Helpful votes	83 Cities visited	269 Photos	--	 38	 46	 25	 10	 3
18	0	Disappointed	Reviewed October 12, 2022 	--	Date of visit:  October 2022	0	Firstly the surroundings are a little imposing , as we were the first there , I found that the staff were constantly watching us and it made me feel a little uncomfortable and intimidated. The staff were excellent and attentive and indeed could not fault in anyway . We enjoyed the taster menu .. however I was disappointed with at least 3 of the courses. Several dishes were just too complex with flavours , example was the beetroot dish which in my mind was just a watery bowl of beetroot broth . One of the dishes had Greek yogurt in it and this was all I could taste..way too overpowering. Wines very expensive as was the Port and Cognac . We left feeling underwhelmed and void of any real food experience. To say I woke up this morning disappointed is an understatement . This was the highlight of our trip to London and it just left me feeling very deflated, never mind £1000 out of pocket . I would not go back and I’m afraid I could not recommend this restaurant to others. There are much much better restaurants in London and much cheaper . La Gavouroch by Michelle Roux is much much better . Sorry but this was a let down and by quite a bit .	True	--	--	--	Dear Guest, Thank you for taking the time to share your feedback following your recent visit to the restaurant. I am really sorry to hear that your experience was not entirely satisfactory. I have shared your comments regarding the menu with our executive chef. I would like, if you agree, to get in touch with you by phone so that we can exchange further on your recent experience. Kind regards, Christopher Charraudeau General Manager Alain Ducasse at The Dorchester	andrew l	Level  1  Contributor 	Tripadvisor member since 2021	From Lisburn, United Kingdom	2 Contributions	25 Helpful votes	3 Cities visited	--	--	--	--	--	--	--
19	0	OK but not upt to 3 Star standard - disappointed.	Reviewed September 17, 2022 	--	Date of visit:  September 2022	0	"We had the 7 course tasting menu. Impeccable service - friendly staff. Dining room is very smart but in my view quite masculine and dark with not a lot of really nice stylish elements... I know it cost a bomb to redo but no to my taste. (Except the table lamps were beautiful). Of the 7 dishes, 2 were excellent - the cucumber/raw sea bass and the lobster (signature dish). The rest were a bit ""ho-hum"" and the turbot dish was disliked by all 4 of us. Comparing ths to other UK 3 stars - eg Core, Waterside, Fat Duck - it is not in the same league. 2 star maybe and at a commensurately lower price."	False	2,0	5,0	3,0	Dear Guest,  Thank you for taking the time to share your feedback following your recent visit to the restaurant. I am really sorry to hear that your experience was not satisfactory. I have shared your comments with our executive chef and hope to have the opportunity to welcome you back on another occasion.  Kind regards,  Christopher Charraudeau General Manager Alain Ducasse at The Dorchester	AJCG	Level  6  Contributor 	Tripadvisor member since 2008	65+ man from Barcelona, Spain	940 Contributions	582 Helpful votes	552 Cities visited	7 Photos	Art and Architecture Lover, Foodie, Urban Explorer, Like a Local	 377	 331	 187	 37	 18
20	0	Birthday Treat 	Reviewed September 9, 2022 	--	Date of visit:  September 2022	0	As a birthday treat, it doesn't get more opulent than the Dorchester, a first dining experience in a 3 michelin stared restaurant and it did not disappoint. The service from the moment we stepped over the threshold was outstanding. Very attentive staff but also finely balanced with a element of discretion.  Boris and Danielle did a fabulous job of looking after us, explaining each dish and wine pairing eloquently and with passion.  The food was delicious, going for the 7 course tasting menu. I was surprised to see 3 out of the 7 courses being either fish or shellfish and only 1 meat dish. As a fish lover this had no consequence to our choice but think for others it may deter people from choosing the amazing menu. One slight grumble was the renovation work meant going to the toilets meant walking out of the restaurant, outside and into the adjacent door, going down and up so stairs and round lots of corridors. I needed a breadcrumb trail to find my way back. This is only temporary but people with limiting mobility may struggle. Each dish was as good if not better than the last, the courgette starter and Lobster courses being outstanding. A beautifully discreet birthday dessert was also presented, I request no candles and a sign of respect for the passing of our queen earlier in the day, and the request was followed through. Overall a wonderful dining experience, thank you to everyone that made us feel special and welcome.	True	--	--	--	Dear Guest, Thank you for taking the time to share your very kind feedback. I am really glad to read that you have enjoyed your experience with us. I do hope that we will have the chance of welcoming you on a future occasion. Best regards, Christopher Charraudeau General Manager Alain Ducasse at The Dorchester	Keri M	Level  3  Contributor 	Tripadvisor member since 2021	--	19 Contributions	13 Helpful votes	10 Cities visited	--	--	 12	 4	 3	 1	 0
21	0	Pure Class	Reviewed September 1, 2022 	--	Date of visit:  October 2021	0	We ate at Alain Ducasse at the Dorchester on our Honeymoon and it was absolutely incredible. As soon as we arrived, the door was opened for us by two members of staff working in synch. We were shown to our table and talked through the menu by the waiters. The service was incredibly attentive and friendly and we felt relaxed throughout the meal. The food was amongst the best we have ever tried and each course was well balanced and cooked to perfection. We really appreciated the small touches they put together because it was out Honeymoon. Overall, we would definitely recommend a meal at Alain Ducasse at the Dorchester and will definitely be returning in the future.	False	5,0	5,0	5,0	Dear Guest, Thank you for sharing your very kind feedback. I am really glad to read that you have enjoyed your experience with us. I do hope that we will have the chance of welcoming you on a future occasion. Best regards, Christopher Charraudeau General Manager Alain Ducasse at The Dorchester	Sam B	Level  4  Contributor 	Tripadvisor member since 2016	From Birmingham, United Kingdom	36 Contributions	9 Helpful votes	12 Cities visited	--	--	 36	 0	 0	 0	 1
22	0	Nice Christmas meal	Reviewed July 31, 2022 	--	Date of visit:  December 2021	1	Went for the tasting menu and had a very enjoyable experience. The restaurant has a nice decor and is laid out beautifully with large tables giving a nice view of the whole restaurant. The food was presented nicely and of a really high standard with very knowledge staff. I’ve eaten in many Michelin Star restaurants and whilst the experience was lovely I would say I have had better experiences at other restaurants within London.	True	--	--	--	Dear Guest, Thank you very much for taking the time to share your feedback. I do hope that we will have the chance of welcoming you on a future occasion. Best regards, Christopher Charraudeau General Manager Alain Ducasse at The Dorchester	ColinE	Level  4  Contributor 	Tripadvisor member since 2007	From Hertfordshire, United Kingdom	23 Contributions	13 Helpful votes	14 Cities visited	--	--	 16	 5	 2	 1	 0
23	0	Exceptional	Reviewed July 16, 2022 	--	Date of visit:  July 2022	0	After experiencing the tasting menu accompanied with the wine experience I don't think I can ever eat out anywhere else ever again with a modicum of enjoyment compared to this meal.	True	--	--	--	Dear Guest, Thank you for taking the time to share your very kind feedback. I am really glad to read that you have enjoyed your experience with us. I do hope that we will have the chance of welcoming you on a future occasion. Best regards, Christopher Charraudeau General Manager Alain Ducasse at The Dorchester	diggers1972	Level  3  Contributor 	Tripadvisor member since 2013	35-49 man from Matfield, United Kingdom	15 Contributions	2 Helpful votes	12 Cities visited	--	Art and Architecture Lover, Foodie, Urban Explorer, Like a Local	 7	 4	 1	 1	 0
24	0	Very special dinner	Reviewed June 11, 2022 	--	Date of visit:  May 2022	0	It was our first visit to Alain Ducasse at The Dorchester. We came from Bristol to London to celebrate my fiancé’s special birthday. The food was amazing. The combination of taste, texture of different ingredients and presentation were wonderful. The restaurant’s staff went above and beyond to make our dinner very special. The restaurant manager, Laura, Riccardo and other Italian waiter with a Greek name were wonderfully friendly and attentive to us. As a special treat to my fiancé we had an honour to meet a head chef Jean-Philippe Blondet and see his team. It was a very special moment. We look forward to having an occasion to dine again at Alain Ducasse with our whole family.	True	--	--	--	Dear Guest, Thank you very much for taking the time to share your very kind feedback. I am glad to read that you have enjoyed your experience with us. Please be ensured that your kind words have been passed on to the team. I do hope that we will have the chance of welcoming you on a future occasion. Best regards, Christopher Charraudeau General Manager Alain Ducasse at The Dorchester	Ingrid L	Level  6  Contributor 	Tripadvisor member since 2015	35-49 woman from Bristol, United Kingdom	65 Contributions	71 Helpful votes	31 Cities visited	360 Photos	--	 41	 17	 4	 4	 2
